,Project.Name,Address,Transacted Price,Price (psf),Date,Completion Year,Type.of.Sale,Postal.District,year,Level,TenureType_Ind,maxLevel,Nearest Sch,Distance_Sch,Nearest Stn,Distance_Stn,Avg area sqf,Dist_Sch_Label
2704,THE WHITLEY RESIDENCES,137H WHITLEY ROAD,4800000,861,2021-09-30,2016,Resale,11,2021,1,Freehold,1,ANGLO-CHINESE SCHOOL (PRIMARY),0.837957608,MOUNT PLEASANT MRT STATION,0.382355535,5575.75,1
2705,N.A.,59 HOLLAND GROVE DRIVE,7100000,2268,2021-09-30,2021,Resale,10,2021,1,Freehold,188,HENRY PARK PRIMARY SCHOOL,0.600774354,DOVER MRT STATION,0.275636074,3130.17,1
2706,ESTRIVILLAS,55R JALAN LIM TAI SEE,3750000,669,2021-09-30,2013,Resale,10,2021,1,Freehold,1,HENRY PARK PRIMARY SCHOOL,1.060563471,HOLLAND VILLAGE MRT STATION,1.116991799,5608.04,2
2707,SEMBAWANG SPRINGS ESTATE,79 JALAN KEMUNING,3398000,747,2021-09-30,2021,Resale,27,2021,1,999-yr,1,WELLINGTON PRIMARY SCHOOL,1.07285049,CANBERRA MRT STATION,0.382786359,4547.79,2
2708,CHARLTON PARK,33E CHARLTON ROAD,3200000,1006,2021-09-30,1985,Resale,19,2021,1,Freehold,1,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.642734456,KOVAN MRT STATION,0.654431152,3181.84,1
2709,SHANGRI-LA PARK,33 SHANGRI-LA WALK,4500000,1366,2021-09-30,2016,Resale,20,2021,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.348248954,MAYFLOWER MRT STATION,0.393358526,3293.78,1
2710,N.A.,10A DYSON ROAD,9220000,2514,2021-09-30,Uncompleted,Sub Sale,11,2021,1,Freehold,188,CHIJ PRIMARY (TOA PAYOH),0.828175062,MOUNT PLEASANT MRT STATION,0.600276997,3667.08,1
2711,ISLAND COUNTRY VILLAS,28 CASUARINA WALK,2529000,824,2021-10-01,1999,Resale,20,2021,1,99-yr,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.854601841,MAYFLOWER MRT STATION,1.169460191,3067.74,1
2712,N.A.,29 LILY AVENUE,7500000,2208,2021-10-01,2021,Resale,10,2021,1,Freehold,188,RAFFLES GIRLS' PRIMARY SCHOOL,1.43462445,SIXTH AVENUE MRT STATION,0.405935385,3396.04,2
2713,SERANGOON GARDEN ESTATE,39 TAVISTOCK AVENUE,4088000,1539,2021-10-01,2022,Resale,19,2021,1,999-yr,1,ROSYTH SCHOOL,1.363753397,ANG MO KIO MRT STATION,1.515695947,2655.48,2
2714,N.A.,15G RICHARDS PLACE,6680000,1042,2021-10-01,2021,Resale,19,2021,1,Freehold,188,XINMIN PRIMARY SCHOOL,1.164450143,KOVAN MRT STATION,0.530715906,6409.96,2
2715,N.A.,79A SIGLAP ROAD,5280000,1551,2021-10-01,Uncompleted,New Sale,15,2021,1,Freehold,188,TAO NAN SCHOOL,1.682503236,SIGLAP MRT STATION,1.076361275,3403.58,2
2716,8 @ STRATTON,2B STRATTON GREEN,2858000,559,2021-10-04,2009,Resale,28,2021,1,Freehold,1,ROSYTH SCHOOL,1.57095022,ANG MO KIO MRT STATION,2.218113265,5112.9,2
2717,SENNETT ESTATE,3 KENANGA AVENUE,5490000,1104,2021-10-04,2016,Resale,13,2021,1,Freehold,1,MARIS STELLA HIGH SCHOOL,1.07596718,POTONG PASIR MRT STATION,0.777347167,4972.97,2
2718,ISLAND COUNTRY VILLAS,62 OLD UPPER THOMSON ROAD,2090000,855,2021-10-04,1999,Resale,20,2021,1,99-yr,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.891982033,MAYFLOWER MRT STATION,1.210662949,2443.43,1
2719,FABER HILLS,21 FABER TERRACE,5688800,972,2021-10-04,2008,Resale,5,2021,1,Freehold,1,NAN HUA PRIMARY SCHOOL,0.648215626,CLEMENTI MRT STATION,1.269392742,5850.23,1
2720,N.A.,13 HARVEY CLOSE,4100000,1272,2021-10-04,2021,Resale,16,2021,1,Freehold,188,CHONGZHENG PRIMARY SCHOOL,1.123326758,SIMEI MRT STATION,0.269242034,3223.82,2
2721,N.A.,7 HAIG LANE,6200000,1597,2021-10-04,2021,Resale,15,2021,1,Freehold,188,KONG HWA SCHOOL,1.164496211,MARINE PARADE MRT STATION,1.011407947,3881.5,2
2722,KING'S GARDEN,17 KING'S CLOSE,8738000,2003,2021-10-05,2015,Resale,10,2021,1,999-yr,1,NANYANG PRIMARY SCHOOL,0.540401945,FARRER ROAD MRT STATION,0.452770181,4361.57,1
2723,BAN GUAN PARK,22 GREENLEAF AVENUE,6450000,1848,2021-10-05,2021,Resale,10,2021,1,Freehold,1,HENRY PARK PRIMARY SCHOOL,0.892543466,SIXTH AVENUE MRT STATION,1.321449321,3489.69,1
2724,SOMMERVILLE RESIDENCES,32 SOMMERVILLE WALK,3400000,757,2021-10-05,2012,Resale,13,2021,1,Freehold,1,MARIS STELLA HIGH SCHOOL,0.910152635,SERANGOON MRT STATION,0.518802968,4488.59,1
2725,N.A.,25 POH HUAT ROAD,3760000,1091,2021-10-05,2021,Resale,19,2021,1,999-yr,188,XINMIN PRIMARY SCHOOL,0.583186241,KOVAN MRT STATION,0.697861781,3445.56,1
2726,BURGUNDY HILL,27 BURGUNDY CRESCENT,3000000,663,2021-10-05,1999,Resale,23,2021,1,99-yr,1,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.728833647,BUKIT BATOK MRT STATION,1.655091214,4521.96,2
2727,WASHINGTON VILLA,108 TAMARIND ROAD,5020000,1042,2021-10-05,2009,Resale,28,2021,1,Freehold,1,SENGKANG GREEN PRIMARY SCHOOL,1.683042039,YIO CHU KANG MRT STATION,1.926877211,4815.81,2
2728,N.A.,17 WHITLEY ROAD,6000000,1475,2021-10-05,2021,Resale,11,2021,1,Freehold,188,CHIJ PRIMARY (TOA PAYOH),0.683606389,MOUNT PLEASANT MRT STATION,0.584953337,4067.72,1
2729,N.A.,75C LORONG MARZUKI,4300000,1089,2021-10-05,2021,Resale,14,2021,1,Freehold,188,MAHA BODHI SCHOOL,0.832925544,KEMBANGAN MRT STATION,0.727206573,3950.39,1
2730,SELETAR HILLS ESTATE,54 JALAN JARAK,3250000,880,2021-10-06,2020,Resale,28,2021,1,999-yr,1,ROSYTH SCHOOL,1.098907035,BUANGKOK MRT STATION,2.229697478,3692.05,2
2731,N.A.,72 JALAN KASAU,2388000,732,2021-10-06,2021,Resale,25,2021,1,Freehold,188,WEST SPRING PRIMARY SCHOOL,3.159628164,KRANJI MRT STATION,0.918321391,3261.49,3
2732,N.A.,17A LIM TAI SEE WALK,5450000,2288,2021-10-06,2021,Resale,10,2021,1,Freehold,188,HENRY PARK PRIMARY SCHOOL,1.125662691,SIXTH AVENUE MRT STATION,1.03659208,2382.07,2
2733,TAI YUAN GARDEN,27 TAI YUAN HEIGHTS,4733000,1369,2021-10-06,1979,Resale,19,2021,1,Freehold,1,ROSYTH SCHOOL,1.679953704,LORONG CHUAN MRT STATION,0.972547173,3456.32,2
2734,SHAMROCK PARK,9 NAMLY RISE,6700000,2091,2021-10-06,2016,Resale,10,2021,1,Freehold,1,RAFFLES GIRLS' PRIMARY SCHOOL,1.40539086,SIXTH AVENUE MRT STATION,0.584805114,3204.44,2
2735,FRANKEL ESTATE,70 FRANKEL AVENUE,7800000,2012,2021-10-06,2021,Resale,15,2021,1,Freehold,1,TAO NAN SCHOOL,1.247128573,MARINE TERRACE MRT STATION,0.881954185,3876.12,2
2736,N.A.,1A HAI SING CRESCENT,4100000,1567,2021-10-06,2021,Resale,19,2021,1,999-yr,188,HOLY INNOCENTS' PRIMARY SCHOOL,0.21617939,HOUGANG MRT STATION,0.680697551,2616.73,1
2737,N.A.,73 JALAN CHEMPAKA KUNING,475000,155,2021-10-06,2021,Resale,16,2021,1,99-yr,188,RED SWASTIKA SCHOOL,1.594002075,TANAH MERAH MRT STATION,0.602370013,3072.05,2
2738,N.A.,79A HUA GUAN AVENUE,8900000,2226,2021-10-07,2021,Resale,21,2021,1,999-yr,188,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.18978746,KING ALBERT PARK MRT STATION,0.841394748,3997.75,2
2739,N.A.,82 FERNHILL CLOSE,6250000,2801,2021-10-07,2021,Resale,10,2021,1,Freehold,188,SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),1.051472371,NAPIER MRT STATION,0.787175372,2231.38,2
2740,SERANGOON GARDEN ESTATE,36 WORTHING ROAD,3500000,1189,2021-10-07,2022,Resale,19,2021,1,999-yr,1,ROSYTH SCHOOL,0.932208875,LORONG CHUAN MRT STATION,1.875615013,2942.88,1
2741,BRIGHTHILL RESIDENCES,11A BRIGHT HILL CRESCENT,6500000,2835,2021-10-07,Uncompleted,New Sale,20,2021,1,Freehold,1,AI TONG SCHOOL,0.498008019,UPPER THOMSON MRT STATION,0.189324442,2292.73,1
2742,BRIGHTHILL RESIDENCES,11B BRIGHT HILL CRESCENT,7300000,2006,2021-10-07,Uncompleted,New Sale,20,2021,1,Freehold,1,AI TONG SCHOOL,0.498609437,UPPER THOMSON MRT STATION,0.184528151,3638.23,1
2743,N.A.,69 LORONG GAMBIR,4000000,1485,2021-10-08,2021,Resale,19,2021,1,Freehold,188,MARIS STELLA HIGH SCHOOL,0.506902521,SERANGOON MRT STATION,0.477121607,2693.15,1
2744,ARCHIPELAGO,577 BEDOK RESERVOIR ROAD,3420000,777,2021-10-08,2015,Resale,16,2021,1,99-yr,5,YU NENG PRIMARY SCHOOL,1.359206558,BEDOK NORTH MRT STATION,0.45363818,4402.48,2
2745,N.A.,687 UPPER CHANGI ROAD EAST,1650000,339,2021-10-08,2021,Resale,16,2021,1,99-yr,188,CHONGZHENG PRIMARY SCHOOL,1.444500327,UPPER CHANGI MRT STATION,0.056316515,4868.56,2
2746,N.A.,11B VALLEY ROAD,3950000,1145,2021-10-08,2021,Resale,19,2021,1,Freehold,188,HOLY INNOCENTS' PRIMARY SCHOOL,0.821226821,KOVAN MRT STATION,0.443782673,3448.79,1
2747,N.A.,25A POH HUAT ROAD,3760000,1097,2021-10-11,2021,Resale,19,2021,1,999-yr,188,XINMIN PRIMARY SCHOOL,0.581988485,KOVAN MRT STATION,0.701259107,3428.33,1
2748,SERANGOON GARDEN ESTATE,31 CARISBROOKE GROVE,5380000,1532,2021-10-11,2022,Resale,19,2021,1,999-yr,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.53950695,LORONG CHUAN MRT STATION,0.861457883,3512.29,2
2749,BANYAN PARK,74 CHWEE CHIAN ROAD,5100000,1308,2021-10-11,1998,Resale,5,2021,1,Freehold,1,FAIRFIELD METHODIST SCHOOL (PRIMARY),2.318707128,PASIR PANJANG MRT STATION,0.471225824,3899.8,3
2750,KECHUBONG TERRACE,101 GERALD DRIVE,4900000,1174,2021-10-12,1997,Resale,28,2021,1,999-yr,1,SENGKANG GREEN PRIMARY SCHOOL,0.625825822,BUANGKOK MRT STATION,2.036338278,4175.36,1
2751,ONE TREE HILL COLLECTION,74 JALAN ARNAP,9510000,3577,2021-10-12,2021,New Sale,10,2021,1,Freehold,1,ANGLO-CHINESE SCHOOL (JUNIOR),1.948812359,ORCHARD BOULEVARD MRT STATION,0.235576498,2658.71,2
2752,SEMBAWANG HILLS ESTATE,47 SERAYA CRESCENT,7388000,1816,2021-10-12,2021,Resale,20,2021,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.819359009,MAYFLOWER MRT STATION,1.106647768,4067.72,1
2753,THOMSON GARDEN ESTATE,12 JALAN RABU,3500000,1529,2021-10-12,2009,Resale,20,2021,1,Freehold,1,CATHOLIC HIGH SCHOOL,0.877802257,UPPER THOMSON MRT STATION,0.472474023,2288.43,1
2754,N.A.,1 EASTWOOD DRIVE,2738000,992,2021-10-13,2021,Resale,16,2021,1,99-yr,188,TEMASEK PRIMARY SCHOOL,1.19566234,SUNGEI BEDOK MRT STATION,0.375953783,2760.97,2
2755,CHENG SOON GARDEN,83 KISMIS AVENUE,4500000,1247,2021-10-13,1991,Resale,21,2021,1,Freehold,1,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,0.218826526,BEAUTY WORLD MRT STATION,0.466398014,3608.09,1
2756,N.A.,32 QUEEN'S ROAD,6700000,1952,2021-10-13,2021,Resale,10,2021,1,Freehold,188,NANYANG PRIMARY SCHOOL,0.325517026,FARRER ROAD MRT STATION,0.430313382,3431.56,1
2757,SARACA GARDENS,10 SARACA VIEW,4750000,934,2021-10-13,1993,Resale,28,2021,1,Freehold,1,SENGKANG GREEN PRIMARY SCHOOL,1.74165815,YIO CHU KANG MRT STATION,1.850845138,5087.07,2
2758,THE HILLOFT,127G JALAN DERMAWAN,2750000,559,2021-10-13,2011,Resale,23,2021,1,999-yr,1,SAINT ANTHONY'S PRIMARY SCHOOL,1.065755768,BUKIT GOMBAK MRT STATION,0.608817914,4919.15,2
2759,N.A.,44 JALAN ASAS,770000,264,2021-10-14,2021,Resale,23,2021,1,99-yr,188,SAINT ANTHONY'S PRIMARY SCHOOL,2.133144648,HILLVIEW MRT STATION,0.183716961,2913.81,3
2760,BURGUNDY HILL,33 BURGUNDY CRESCENT,2530000,986,2021-10-14,1999,Resale,23,2021,1,99-yr,1,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.740509256,BUKIT BATOK MRT STATION,1.620095314,2566.14,2
2761,N.A.,24 CHU LIN ROAD,3930000,1194,2021-10-14,2021,Resale,23,2021,1,999-yr,188,SAINT ANTHONY'S PRIMARY SCHOOL,1.289961221,BUKIT GOMBAK MRT STATION,0.803921237,3290.55,2
2762,HAI SING PARK,5 HAI SING CRESCENT,4160000,1736,2021-10-14,2003,Resale,19,2021,1,999-yr,1,HOLY INNOCENTS' PRIMARY SCHOOL,0.220590937,HOUGANG MRT STATION,0.699080624,2396.07,1
2763,N.A.,23 LORONG H TELOK KURAU,6188000,1408,2021-10-14,2021,Resale,15,2021,1,Freehold,188,TAO NAN SCHOOL,1.272279725,EUNOS MRT STATION,0.600700064,4393.86,2
2764,VERDANA VILLAS,99 GRACE WALK,3260000,706,2021-10-15,2013,Resale,19,2021,1,Freehold,1,ROSYTH SCHOOL,1.728367722,SERANGOON MRT STATION,0.932881974,4617.76,2
2765,BURGUNDY HILL,14 BURGUNDY DRIVE,2668000,1180,2021-10-15,1999,Resale,23,2021,1,99-yr,1,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.664687144,BEAUTY WORLD MRT STATION,1.662382146,2260.44,2
2766,SERANGOON GARDEN ESTATE,71 HYTHE ROAD,4530000,1682,2021-10-15,2022,Resale,19,2021,1,999-yr,1,ROSYTH SCHOOL,0.910472374,ANG MO KIO MRT STATION,1.974892958,2693.15,1
2767,PAVILION PARK,19 PAVILION STREET,4150000,1459,2021-10-15,2014,Resale,23,2021,1,Freehold,1,SAINT ANTHONY'S PRIMARY SCHOOL,0.939823172,BUKIT PANJANG MRT STATION,1.253916923,2843.85,1
2768,SELETAR HILLS ESTATE,43 JALAN JARAK,4200000,1211,2021-10-17,2020,Resale,28,2021,1,999-yr,1,ROSYTH SCHOOL,1.029428546,BUANGKOK MRT STATION,2.156422612,3468.16,2
2769,N.A.,42H CHARLTON ROAD,4130000,1843,2021-10-18,2021,Resale,19,2021,1,Freehold,188,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.562161736,KOVAN MRT STATION,0.806054302,2241.06,1
2770,SELETAR HILLS ESTATE,13 JALAN LEKUB,3480000,1060,2021-10-18,2020,Resale,28,2021,1,999-yr,1,SENGKANG GREEN PRIMARY SCHOOL,1.136322245,BUANGKOK MRT STATION,2.488866063,3283.02,2
2771,N.A.,141A UPPER EAST COAST ROAD,5828000,1955,2021-10-18,2021,Resale,15,2021,1,Freehold,188,TEMASEK PRIMARY SCHOOL,1.703588497,SIGLAP MRT STATION,0.459569422,2980.55,2
2772,BURGUNDY HILL,28 BURGUNDY RISE,2508000,1103,2021-10-18,1999,Resale,23,2021,1,99-yr,1,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.60877359,BEAUTY WORLD MRT STATION,1.598112957,2274.43,2
2773,N.A.,30 JALAN TANAH PUTEH,5800000,1658,2021-10-19,2021,Resale,15,2021,1,Freehold,188,TEMASEK PRIMARY SCHOOL,1.700983653,SIGLAP MRT STATION,0.667599822,3497.22,2
2774,WATTEN RESIDENCES,20D WATTEN RISE,4208000,1051,2021-10-19,2011,Resale,11,2021,1,Freehold,1,RAFFLES GIRLS' PRIMARY SCHOOL,0.289828532,TAN KAH KEE MRT STATION,0.356498558,4004.21,1
2775,SELETAR HILLS ESTATE,43 NIM GREEN,5600000,1227,2021-10-19,2020,Resale,28,2021,1,999-yr,1,ROSYTH SCHOOL,1.491223825,ANG MO KIO MRT STATION,2.324720516,4562.86,2
2776,SELETAR HILLS ESTATE,43 NIM GREEN,6330000,1387,2022-04-27,2020,Resale,28,2022,1,999-yr,1,ROSYTH SCHOOL,1.491223825,ANG MO KIO MRT STATION,2.324720516,4562.86,2
2777,CAPITOL PARK,11 JALAN ILMU,7868000,2229,2021-10-20,2011,Resale,11,2021,1,Freehold,1,RAFFLES GIRLS' PRIMARY SCHOOL,1.324146031,BOTANIC GARDENS MRT STATION,0.767818271,3530.59,2
2778,SEMBAWANG HILLS ESTATE,5 JALAN MENGKUDU,4550000,1289,2021-10-20,2021,Resale,20,2021,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.378437362,MAYFLOWER MRT STATION,0.522452615,3530.59,1
2779,N.A.,43 CORONATION DRIVE,8680000,1228,2021-10-20,2021,Resale,10,2021,1,999-yr,188,NANYANG PRIMARY SCHOOL,0.322690527,TAN KAH KEE MRT STATION,0.427322716,7068.72,1
2780,N.A.,93 SENNETT TERRACE,7250000,971,2021-10-20,2021,Resale,16,2021,1,Freehold,188,TEMASEK PRIMARY SCHOOL,0.606393743,BAYSHORE MRT STATION,0.800226942,7464.83,1
2781,WEST COAST GARDENS,49 WEST COAST PARK,5400000,1124,2021-10-21,2006,Resale,5,2021,1,999-yr,4,NAN HUA PRIMARY SCHOOL,0.675588036,CLEMENTI MRT STATION,1.19977197,4806.13,1
2782,FRANKEL ESTATE,45 JEDBURGH GARDENS,5650000,1756,2021-10-21,2021,Resale,15,2021,1,Freehold,1,TAO NAN SCHOOL,1.464527293,KEMBANGAN MRT STATION,1.001383563,3218.44,2
2783,N.A.,48 LORONG MARICAN,4300000,1662,2021-10-21,2021,Resale,14,2021,1,Freehold,188,MAHA BODHI SCHOOL,1.096037081,KEMBANGAN MRT STATION,0.486605839,2587.67,2
2784,WATTEN RESIDENCES,20B WATTEN RISE,3850000,961,2021-10-21,2011,Resale,11,2021,1,Freehold,1,RAFFLES GIRLS' PRIMARY SCHOOL,0.301583104,TAN KAH KEE MRT STATION,0.355598233,4004.21,1
2785,ENG KONG PARK,158 ENG KONG GARDEN,5080000,1542,2021-10-22,2007,Resale,21,2021,1,Freehold,1,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,0.80775048,BEAUTY WORLD MRT STATION,1.000852323,3293.78,1
2786,N.A.,490 HOLLAND ROAD,6398000,2047,2021-10-22,2021,Resale,10,2021,1,Freehold,188,HENRY PARK PRIMARY SCHOOL,0.905079313,KING ALBERT PARK MRT STATION,1.208059351,3124.79,1
2787,TANAH MERAH GREEN,17 TANAH MERAH KECHIL RIDGE,2700000,956,2021-10-22,2000,Resale,16,2021,1,99-yr,1,RED SWASTIKA SCHOOL,1.24967747,TANAH MERAH MRT STATION,0.392287641,2823.4,2
2788,LUCKY HILL,3 BEDOK RISE,4550000,898,2021-10-25,2012,Resale,16,2021,1,Freehold,1,TEMASEK PRIMARY SCHOOL,1.172130512,TANAH MERAH MRT STATION,0.429449182,5068.77,2
2789,OPERA ESTATE,24 JALAN KHAIRUDDIN,4200000,1501,2021-10-25,2022,Resale,15,2021,1,Freehold,1,YU NENG PRIMARY SCHOOL,1.866200341,BEDOK MRT STATION,0.912657601,2797.56,2
2790,TAI KENG GARDENS,35 TAI KENG GARDENS,3920000,1138,2021-10-26,2009,Resale,19,2021,1,Freehold,1,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.164860384,BARTLEY MRT STATION,0.77223243,3443.4,1
2791,N.A.,15 LUCKY CRESCENT,4980000,1163,2021-10-26,2021,Resale,16,2021,1,Freehold,188,TEMASEK PRIMARY SCHOOL,0.636452256,BAYSHORE MRT STATION,0.555631953,4283.0,1
2792,FRANKEL ESTATE,80 DUNBAR WALK,6950000,1587,2021-10-27,2021,Resale,15,2021,1,Freehold,1,TAO NAN SCHOOL,1.159089176,MARINE TERRACE MRT STATION,0.804430151,4379.87,2
2793,BELGRAVIA VILLAS,218 BELGRAVIA DRIVE,3750000,947,2021-10-28,2018,Resale,28,2021,1,Freehold,1,ROSYTH SCHOOL,1.273268912,ANG MO KIO MRT STATION,2.090171934,3961.15,2
2794,SEMBAWANG STRAITS ESTATE,21 JALAN KERAYONG,2400000,1142,2021-10-28,,Resale,27,2021,1,Freehold,1,WELLINGTON PRIMARY SCHOOL,1.674871926,CANBERRA MRT STATION,1.711482183,2101.13,2
2795,N.A.,801 UPPER EAST COAST ROAD,4380000,1241,2021-10-28,2021,Resale,16,2021,1,Freehold,188,TEMASEK PRIMARY SCHOOL,0.995698917,SUNGEI BEDOK MRT STATION,0.328464618,3528.44,1
2796,N.A.,36 LORONG G TELOK KURAU,6288888,1097,2021-10-28,2021,Resale,15,2021,1,Freehold,188,TAO NAN SCHOOL,1.285085012,EUNOS MRT STATION,0.657972185,5735.06,2
2797,N.A.,26 MERAGI CLOSE,4380000,1228,2021-10-28,2021,Resale,16,2021,1,999-yr,188,CHONGZHENG PRIMARY SCHOOL,1.18634593,UPPER CHANGI MRT STATION,0.309933354,3566.11,2
2798,SEMBAWANG HILLS ESTATE,31 JALAN RUKAM,6500000,1985,2021-10-29,2021,Resale,20,2021,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.382176937,MAYFLOWER MRT STATION,0.60450116,3274.41,1
2799,SERANGOON GARDEN ESTATE,30 CONWAY GROVE,4020000,1685,2021-10-29,2022,Resale,19,2021,1,999-yr,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.460029884,LORONG CHUAN MRT STATION,0.706521608,2385.3,2
2800,WATTEN RESIDENCES,32D WATTEN RISE,4288800,1071,2021-10-30,2011,Resale,11,2021,1,Freehold,1,RAFFLES GIRLS' PRIMARY SCHOOL,0.278689662,TAN KAH KEE MRT STATION,0.339970478,4004.21,1
2801,N.A.,37 LORONG K TELOK KURAU,5480000,1704,2021-11-01,2021,Resale,15,2021,1,Freehold,188,TAO NAN SCHOOL,0.867994931,MARINE TERRACE MRT STATION,0.952243279,3216.28,1
2802,POETS VILLAS,218 TAGORE AVENUE,2480000,680,2021-11-01,2014,Resale,26,2021,1,99-yr,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,1.11958573,LENTOR MRT STATION,0.964198012,3649.0,2
2803,MUN WAH GARDEN,3 TUNG PO AVENUE,6980000,1960,2021-11-01,1995,Resale,26,2021,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.886077734,LENTOR MRT STATION,0.605724812,3560.73,1
2804,N.A.,222A JALAN KAYU,3550000,847,2021-11-01,2021,Resale,28,2021,1,999-yr,188,SENGKANG GREEN PRIMARY SCHOOL,0.391771289,SENGKANG MRT STATION,2.506944939,4193.65,1
2805,SARACA VILLAS,61 SARACA TERRACE,2938000,948,2021-11-02,2002,Resale,28,2021,1,99-yr,1,SENGKANG GREEN PRIMARY SCHOOL,2.045927903,YIO CHU KANG MRT STATION,1.589116655,3100.03,3
2806,N.A.,2B SENNETT ROAD,4200000,1303,2021-11-02,2021,Resale,16,2021,1,Freehold,188,TEMASEK PRIMARY SCHOOL,0.777157982,BAYSHORE MRT STATION,0.415928242,3223.82,1
2807,N.A.,3 WAREHAM ROAD,4838000,1325,2021-11-02,2021,Resale,15,2021,1,Freehold,188,KONG HWA SCHOOL,0.793401223,DAKOTA MRT STATION,0.677096259,3650.07,1
2808,KEW VALE,15D LIMAU GARDEN,3800000,954,2021-11-02,1996,Resale,16,2021,1,99-yr,1,TEMASEK PRIMARY SCHOOL,0.474855567,BEDOK SOUTH MRT STATION,0.54428311,3981.6,1
2809,SIEW LIM PARK,305 BEDOK ROAD,3800000,1167,2021-11-02,,Resale,16,2021,1,Freehold,1,TEMASEK PRIMARY SCHOOL,1.33258559,TANAH MERAH MRT STATION,0.361809892,3255.03,2
2810,N.A.,16 JALAN BENA,3200000,754,2021-11-03,2021,Resale,17,2021,1,Freehold,188,CHONGZHENG PRIMARY SCHOOL,2.059614149,UPPER CHANGI MRT STATION,1.618230622,4245.32,3
2811,ESTRIVILLAS,57D JALAN LIM TAI SEE,3680000,709,2021-11-03,2013,Resale,10,2021,1,Freehold,1,HENRY PARK PRIMARY SCHOOL,1.071544234,HOLLAND VILLAGE MRT STATION,1.103719808,5188.25,2
2812,N.A.,"3C,3D MARLENE AVENUE",7820000,882,2021-11-03,2021,Resale,19,2021,1,Freehold,188,ROSYTH SCHOOL,1.487788591,SERANGOON MRT STATION,1.007728703,4434.77,2
2813,HOCK SWEE HILL,85 BEGONIA DRIVE,7850000,1195,2021-11-03,2019,Resale,28,2021,1,Freehold,1,SENGKANG GREEN PRIMARY SCHOOL,1.538476776,YIO CHU KANG MRT STATION,2.047107788,6569.27,2
2814,THE WHITLEY RESIDENCES,131F WHITLEY ROAD,5000000,822,2021-11-03,2016,Resale,11,2021,1,Freehold,1,CHIJ PRIMARY (TOA PAYOH),0.820126101,MOUNT PLEASANT MRT STATION,0.392298907,6081.66,1
2815,N.A.,107 SENNETT AVENUE,6950000,1331,2021-11-05,2021,Resale,16,2021,1,Freehold,188,TEMASEK PRIMARY SCHOOL,0.785481065,BAYSHORE MRT STATION,0.77385185,5220.54,1
2816,N.A.,34 JALAN ARNAP,8300000,2635,2021-11-05,2021,Resale,10,2021,1,Freehold,188,ANGLO-CHINESE SCHOOL (JUNIOR),1.747820158,ORCHARD BOULEVARD MRT STATION,0.470264255,3149.55,2
2817,KING'S LODGE,24 CORONATION ROAD,8650000,1933,2021-11-05,1992,Resale,10,2021,1,Freehold,1,NANYANG PRIMARY SCHOOL,0.335328261,TAN KAH KEE MRT STATION,0.423968271,4475.67,1
2818,KEW VALE,2 KEW HEIGHTS,3188000,1051,2021-11-08,1996,Resale,16,2021,1,99-yr,1,TEMASEK PRIMARY SCHOOL,0.524677108,BEDOK SOUTH MRT STATION,0.487492967,3034.37,1
2819,N.A.,70 CORONATION DRIVE,8150000,2086,2021-11-08,2021,Resale,10,2021,1,999-yr,188,NANYANG PRIMARY SCHOOL,0.359784451,TAN KAH KEE MRT STATION,0.400830075,3906.26,1
2820,SARACA GARDENS,146 SARACA ROAD,5600000,1246,2021-11-08,1993,Resale,28,2021,1,Freehold,1,SENGKANG GREEN PRIMARY SCHOOL,1.789984755,YIO CHU KANG MRT STATION,1.808115094,4493.97,2
2821,STRATTON PARK,9 STRATTON ROAD,4450000,1292,2021-11-08,2014,Resale,28,2021,1,Freehold,1,ROSYTH SCHOOL,1.224322711,ANG MO KIO MRT STATION,2.285133202,3445.56,2
2822,SERANGOON GARDEN ESTATE,20 CROWHURST DRIVE,7768000,1952,2021-11-08,2022,Resale,19,2021,1,999-yr,1,ROSYTH SCHOOL,1.689034417,LORONG CHUAN MRT STATION,1.195208715,3980.53,2
